,ts,record_id,market_index,peg_multiplier_before,base_asset_reserve_before,quote_asset_reserve_before,sqrt_k_before,peg_multiplier_after,base_asset_reserve_after,quote_asset_reserve_after,sqrt_k_after,base_asset_amount_long,base_asset_amount_short,base_asset_amount,open_interest,total_fee,total_fee_minus_distributions,adjustment_cost
2021-12-05 01:50:36.504518,2021-12-04 00:50:07-05:00,85,1,56900000,3432013519442364,2902455817026576,3156147589010904,56850000,3432013519442364,2902455817026576,3156147589010904,89744956536006,363585306125035,-273840349589029,178,22366974927,11954072212,1258337500
2021-12-05 01:50:36.504518,2021-12-04 00:51:27-05:00,86,0,233950,289373785647120441,236561257581054404,261638350865604721,233950,318311164182895106,260217383315503718,287802185952165193,31453068691054702,25770116715483135,5682951975571567,426,60842913360,39297205481,186968863
2021-12-05 15:45:56.119212,2021-12-05 10:36:31-05:00,87,0,233950,324359118867774249,255365406491348111,287802185952165193,233950,340577074778727049,268133676790378975,302192295249773452,35379298490388825,35744301199696401,-365002709307576,500,71652356875,50935790792,359815
2021-12-05 15:45:56.119212,2021-12-05 10:37:18-05:00,88,1,56850000,3419242794779241,2913296364571992,3156147589010904,56849000,3419242794779241,2913296364571992,3156147589010904,68813597032906,329883221958812,-261069624925906,183,30784414352,15547831224,24082695
2021-12-07 01:38:33.704915,2021-12-06 19:51:43-05:00,89,3,63127,305578124204410820,328478863345650078,316821645254803808,63127,320857030384073548,344902806480084695,332662727517543998,11380615220441228,137094170048240,11243521050392988,14,319044642,144396371,124569393
2021-12-07 05:45:20.122909,2021-12-07 00:44:41-05:00,90,0,233950,329269079971619514,277342115804488397,302192295249773452,233950,345732533937273581,291209221566978605,317301910012262124,37013007753791945,26070015655991986,10942992097799959,544,81998693823,61279409342,320151919
2021-12-07 05:51:43.818588,2021-12-07 00:45:22-05:00,91,0,233950,345683356712879434,291250649307521455,317301910012262124,233950,349140190245439892,294163155771471604,320474929112384745,36962269212694718,25970099890500612,10992169322194106,544,82001662621,61218284730,64093410
2021-12-07 05:51:43.818588,2021-12-07 00:45:30-05:00,92,1,56849000,3325772493360064,2995174090683324,3156147589010904,56849000,3359030217961087,3025125831290639,3187709064901013,64144996088789,231744319595518,-167599323506729,198,37786639636,18811365702,474518603
2021-12-07 12:44:33.171081,2021-12-07 07:15:56-05:00,93,2,4320000,11021832035876690,11260705953473366,11140628780485423,4320000,11352486995850807,11598527130951496,11474847643899985,492976539134246,517982052670960,-25005513536714,164,14415855059,9130488120,730080
2021-12-07 12:44:33.171081,2021-12-07 07:16:38-05:00,94,2,4320000,11369785915182494,11580880188332340,11474847643899985,4320000,12506764505563764,12738968206007485,12622332408289983,492663746685826,534968179554227,-42304432868401,163,14423478534,9131769835,6341760
2021-12-07 13:12:32.505732,2021-12-07 07:47:50-05:00,95,3,63127,309821195702833307,357188248623106390,332662727517543998,63127,310131016867554020,357545436836010671,332995390245061541,51809024160388922,29529668428755693,22279355731633229,28,1542307752,1494503376,10138070
2021-12-07 13:12:32.505732,2021-12-07 07:49:30-05:00,96,3,63127,309678113269430421,358068346367075420,332995390245061541,63127,31277489409244661,36164902947267782,33632534414751215,51814500413186021,29082241083429193,22732259329756828,29,1545648780,59987525641,-58489681237
2021-12-07 13:12:32.505732,2021-12-07 08:02:53-05:00,97,3,63127,33348134026540112,33919360233445182,33632534414751215,63127,33681615363470699,34258553832387697,33968859758898727,20938340446314439,276725733853062,20661614712461377,29,2076781615,62139273975,311439453
2021-12-07 13:12:32.505732,2021-12-07 08:03:09-05:00,98,3,63127,33445302487788819,34500612866067589,33968859758898727,63127,66228321757931433,68318045279273442,67265068829502430,21174653321996319,276725733853062,20897927588143257,28,2080352918,42451846089,19690999189
2021-12-07 13:12:32.505732,2021-12-07 08:04:18-05:00,99,3,63127,63124866820893629,71676816324626456,67265068829502430,63127,126249733641787258,143353632649252912,134530137659004860,24278108259034123,276725733853062,24001382525181061,31,2101555829,22561747502,19911301498
2021-12-07 13:12:32.505732,2021-12-07 08:05:19-05:00,100,3,63127,127238117954009110,142240063194683095,134530137659004860,63127,254476235908018220,284480126389366190,269060275318009720,23289723946812271,276725733853062,23012998212959209,29,2127279075,11181831032,11405639716
2021-12-09 03:41:08.943491,2021-12-08 22:40:54-05:00,101,0,233950,355399845446838746,288982062050307436,320474929112384745,233950,358953843865767148,291871882641912304,323679678403508592,40190181695136213,35457667574340961,4732514120795252,573,89585705850,69032669335,11559469
2021-12-09 03:48:42.501661,2021-12-08 22:42:36-05:00,102,0,233950,359093733631263518,291758180105088192,323679678403508592,233950,377048420276917320,306346089081166783,339863662323684021,40190181695136213,35597557339837331,4592624355298882,573,89588417775,68983519926,51861334
2021-12-09 03:48:42.501661,2021-12-08 22:44:17-05:00,103,2,4320000,12507352945626760,12738368871334645,12622332408289983,4320000,13132720591657362,13375287313627540,13253449028704482,733502443337885,776395316269282,-42892872931397,280,17421869998,11939920604,3101760
2021-12-09 03:55:05.506753,2021-12-08 22:49:44-05:00,104,0,233950,377420545778125687,306044040951523685,339863662323684021,233950,396291573029289916,321346242968495465,356856845439868222,40190181695136213,35969682841045698,4220498854090515,573,89596459722,68949844143,41717730
2021-12-10 22:20:46.475831,2021-12-10 17:12:27-05:00,105,3,63127,269500549297462154,268620720599343537,269060275318009720,63127,272195554763486720,271306927778474900,271750878071189817,60395899214921042,52407214391405767,7988684823515275,81,7813954585,18827485922,13918935
2021-12-10 22:20:46.475831,2021-12-10 17:14:25-05:00,106,3,63127,272065452012929572,271436667853561629,271750878071189817,63127,296551342666886688,295865967933238508,296208457097596900,60565899214801791,52447111640729368,8118787574072423,82,7815275595,18709728325,119078607
2021-12-10 22:20:46.475831,2021-12-10 17:15:32-05:00,107,0,233950,414391777286866273,307310171478468004,356856845439868222,233950,418535695018295758,310383273162521666,360425413894266904,29509690366957948,43389395770443790,-13879705403485842,526,96405960104,75358277747,85457724
2021-12-10 22:20:46.475831,2021-12-10 17:16:32-05:00,108,4,86706,582726473772021471,570659375673402818,576661361382141950,86706,611862797402349897,599192344400007021,605494429451249047,2367131079204494,8432243469084015,-6065112389879521,19,1613493579,1393725706,26050038
2021-12-10 22:20:46.475831,2021-12-10 17:17:41-05:00,109,2,4320000,13763294356839901,12762490331333617,13253449028704482,4320000,13832110827247771,12826302781714036,13319716273848004,769180825457863,1442647463571799,-673466638113936,286,20623807251,14178328506,72588960
2021-12-12 02:47:41.223456,2021-12-11 21:24:22-05:00,110,3,63127,307688429016670676,285156807282425126,296208457097596900,63127,310765313306837382,288008375355249377,299170541668572869,47133739347259256,50152038122970821,-3018298775711565,75,9797436306,20764537710,1749060
2021-12-12 02:47:41.223456,2021-12-11 21:25:45-05:00,111,3,63127,310735403850543019,288036097249209172,299170541668572869,63127,340255267185271065,315399526459080433,327591743127087291,47133739347259256,50122128666676458,-2988389319417202,75,9797611306,20749850531,14862179
2021-12-12 02:47:41.223456,2021-12-11 21:26:16-05:00,112,3,63127,340189314280139744,315460673396315062,327591743127087291,63127,372507299102734088,345429437337418925,358712958724160583,47135448047059054,50057884461344935,-2922436414285881,75,9797997308,20737274540,12961993
2021-12-12 02:47:41.223456,2021-12-11 21:27:38-05:00,113,3,63127,372670340952589392,345278313341847584,358712958724160583,63127,408074023305818350,378079753074795273,392790689802955838,47133739347259256,50219217611400441,-3085478264141185,75,9798951308,20725058607,13169933
2021-12-12 02:47:41.223456,2021-12-11 21:28:16-05:00,114,3,63127,408044104414045730,378107474968755068,392790689802955838,63127,446808294292575663,414027685052976051,430105805334236642,47133739347259256,50189298719627821,-3055559372368565,75,9799126308,20713453919,11779688
